codigo_pedido;data_pedido;data_entrega;codigo_produto 1;codigo_produto 2;codigo_produto 3;codigo_produto4;quantidade;codigo_canal 1;codigo_canal 2;codigo_canal 3;codigo_canal 4;sts
31376;01/05/2018;01/05/2018;PRP066;BT0024;1002;;12;10-50-60;1800;2019266B;2019266;
31377;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;6;10-50-60;1800;2019266B;2019266;
31378;01/05/2018;01/05/2018;PRP025;BT0008;452;;60;10-50-60;1800;2019266B;2019266;
31379;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;15;10-50-60;1800;2019266B;2019266;
31380;01/05/2018;01/05/2018;PRP025;BT0061;451;;240;10-50-60;1800;2019266B;2019266;
31381;01/05/2018;01/05/2018;PRP051;BT0024;BT711;;24;10-50-60;1800;2019266B;2019266;
31382;01/05/2018;01/05/2018;PRP051;BT0024;BT710;;24;10-50-60;1800;2019266B;2019266;
31383;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;1800;2019266B;2019266;
31384;01/05/2018;01/05/2018;PRP067;BT0024;BT1752;;12;10-50-60;1800;2019266B;2019266;
31385;01/05/2018;01/05/2018;PRP046;BT0008;49056;;25;10-50-60;1800;2019266B;2019266;
31386;01/05/2018;01/05/2018;PRP046;BT0008;49057;;25;10-50-60;1800;2019266B;2019266;
31387;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2019266B;2019266;
31388;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;12;10-50-60;1800;2019266B;2019266;
31389;01/05/2018;01/05/2018;PRP025;BT0008;456;;60;10-50-60;1800;2019266B;2019266;
31390;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;1800;2019266B;2019266;
31391;01/05/2018;01/05/2018;PRP021;BT0024;BT260;;12;10-50-60;1800;2019266B;2019266;
31392;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;36;10-50-60;1800;2019266B;2019266;
31393;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;12;10-50-60;1800;2019266B;2019266;
31394;01/05/2018;01/05/2018;PRP051;BT0024;BT712;;12;10-50-60;1800;2019266B;2019266;
31395;01/05/2018;01/05/2018;PRP051;BT0059;BT5820;;-12;10-50-60;1800;2019266B;2019266;
31396;01/05/2018;01/05/2018;PRP066;BT0024;1002;;120;10-50-60;1800;2050603B;2050603;
31397;01/05/2018;01/05/2018;PRP055;BT0024;1212;;36;10-50-60;1800;2050603B;2050603;
31398;01/05/2018;01/05/2018;PRP055;BT0024;1282;;48;10-50-60;1800;2050603B;2050603;
31399;01/05/2018;01/05/2018;PRP138;BT0024;BTN1442144;;12;10-50-60;1800;2050603B;2050603;
31400;01/05/2018;01/05/2018;PRP067;BT0024;1182;;24;10-50-60;1800;2050603B;2050603;
31401;01/05/2018;01/05/2018;PRP021;BT0059;570;;72;10-50-60;1800;2050603B;2050603;
31402;01/05/2018;01/05/2018;PRP055;BT0024;1272;;36;10-50-60;1800;2050603B;2050603;
31403;01/05/2018;01/05/2018;PRP025;BT0010;466;;120;10-50-60;1800;2050603B;2050603;
31404;01/05/2018;01/05/2018;PRP067;BT0024;BT1752;;36;10-50-60;1800;2050603B;2050603;
31405;01/05/2018;01/05/2018;PRP055;BT0024;1262;;24;10-50-60;1800;2050603B;2050603;
31406;01/05/2018;01/05/2018;PRP021;BT0059;565;;36;10-50-60;1800;2050603B;2050603;
31407;01/05/2018;01/05/2018;PRP025;BT0010;856;;48;10-50-60;1800;2050603B;2050603;
31408;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;72;10-50-60;1800;2050603B;2050603;
31409;01/05/2018;01/05/2018;PRP021;BT0024;115;;72;10-50-60;1800;2050603B;2050603;
31410;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;24;10-50-60;1800;2050603B;2050603;
31411;01/05/2018;01/05/2018;PRP051;BT0059;BT5810;;150;10-50-60;1800;2050603B;2050603;
31412;01/05/2018;01/05/2018;PRP021;BT0024;215;;72;10-50-60;1800;2050603B;2050603;
31413;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;1800;2050603B;2050603;
31414;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;1800;2050603B;2050603;
31415;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2050603B;2050603;
31416;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;432;10-50-60;1800;2060953B;2060953;
31417;01/05/2018;01/05/2018;PRP025;BT0061;451;;3000;10-50-60;1800;2060953B;2060953;
31418;01/05/2018;01/05/2018;PRP021;BT0061;BT203318;;216;10-50-60;1800;2060953B;2060953;
31419;01/05/2018;01/05/2018;PRP021;BT0061;2032;;180;10-50-60;1800;2060953B;2060953;
31420;01/05/2018;01/05/2018;PRP025;BT0008;453;;120;10-50-60;1800;2060953B;2060953;
31421;01/05/2018;01/05/2018;PRP046;BT0061;BT2048;;120;10-50-60;1800;2060953B;2060953;
31422;01/05/2018;01/05/2018;PRP025;BT0010;460;;60;10-50-60;1800;2060953B;2060953;
31423;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;30;10-50-60;1800;2060953B;2060953;
31424;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;144;10-50-60;1800;2060953B;2060953;
31425;01/05/2018;01/05/2018;PRP046;BT0061;BT2047;;120;10-50-60;1800;2060953B;2060953;
31426;01/05/2018;01/05/2018;PRP025;BT0061;BT487;;180;10-50-60;1800;2060953B;2060953;
31427;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;1800;2060953B;2060953;
31428;01/05/2018;01/05/2018;PRP021;BT0059;570;;36;10-50-60;1800;2060953B;2060953;
31429;01/05/2018;01/05/2018;PRP021;BT0061;BT2036;;24;10-50-60;1800;2060953B;2060953;
31430;01/05/2018;01/05/2018;PRP025;BT0010;464;;60;10-50-60;1800;2060953B;2060953;
31431;01/05/2018;01/05/2018;PRP046;BT0061;BT2046;;72;10-50-60;1800;2060953B;2060953;
31432;01/05/2018;01/05/2018;PRP025;BT0010;856;;12;10-50-60;1800;2060953B;2060953;
31433;01/05/2018;01/05/2018;PRP025;BT0010;851;;12;10-50-60;1800;2060953B;2060953;
31434;01/05/2018;01/05/2018;PRP021;BT0061;BT203318;;648;10-50-60;1800;2026309B;2026309;
31435;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;120;10-50-60;1800;2026309B;2026309;
31436;01/05/2018;01/05/2018;PRP067;BT0024;1182;;60;10-50-60;1800;2026309B;2026309;
31437;01/05/2018;01/05/2018;PRP025;BT0061;BT4873;;300;10-50-60;1800;2026309B;2026309;
31438;01/05/2018;01/05/2018;PRP046;BT0008;49055;;125;10-50-60;1800;2026309B;2026309;
31439;01/05/2018;01/05/2018;PRP055;BT0024;1212;;36;10-50-60;1800;2026309B;2026309;
31440;01/05/2018;01/05/2018;PRP021;BT0024;215;;180;10-50-60;1800;2026309B;2026309;
31441;01/05/2018;01/05/2018;PRP055;BT0024;1282;;36;10-50-60;1800;2026309B;2026309;
31442;01/05/2018;01/05/2018;PRP025;BT0008;452;;180;10-50-60;1800;2026309B;2026309;
31443;01/05/2018;01/05/2018;PRP025;BT0008;456;;180;10-50-60;1800;2026309B;2026309;
31444;01/05/2018;01/05/2018;PRP025;BT0061;451;;9600;10-50-60;1800;2019016B;2019016;
31445;01/05/2018;01/05/2018;PRP025;BT0008;4544;;300;10-50-60;1800;2019016B;2019016;
31446;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;432;10-50-60;1800;2019016B;2019016;
31447;01/05/2018;01/05/2018;PRP138;BT0024;1322;;36;10-50-60;1800;2019016B;2019016;
31448;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;1800;2019016B;2019016;
31449;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;1800;2019016B;2019016;
31450;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;1800;2019016B;2019016;
31451;01/05/2018;01/05/2018;PRP138;BT0024;1442;;12;10-50-60;1800;2037689B;2037689;
31452;01/05/2018;01/05/2018;PRP138;BT0024;1322;;24;10-50-60;1800;2037689B;2037689;
31453;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;12;10-50-60;1800;2037689B;2037689;
31454;01/05/2018;01/05/2018;PRP003;BT0024;1384;;12;10-50-60;1800;2037689B;2037689;
31455;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;24;10-50-60;1800;2037689B;2037689;
31456;01/05/2018;01/05/2018;PRP138;BT0024;BT1932;;6;10-50-60;1800;2037689B;2037689;
31457;01/05/2018;01/05/2018;PRP138;BT0024;132R;;24;10-50-60;1800;2037689B;2037689;
31458;01/05/2018;01/05/2018;PRP047;BT0024;BT140;;12;10-50-60;1800;2037689B;2037689;
31459;01/05/2018;01/05/2018;PRP003;BT0024;BTN1386H;;12;10-50-60;1800;2037689B;2037689;
31460;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;12;10-50-60;1800;2037689B;2037689;
31461;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;1800;2037689B;2037689;
31462;01/05/2018;01/05/2018;PRP067;BT0024;BT164215;;15;10-50-60;1800;2037689B;2037689;
31463;01/05/2018;01/05/2018;PRP138;BT0024;1352;;6;10-50-60;1800;2037689B;2037689;
31464;01/05/2018;01/05/2018;PRP055;BT0024;1212;;12;10-50-60;1800;2037689B;2037689;
31465;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;1800;2037689B;2037689;
31466;01/05/2018;01/05/2018;PRP025;BT0042;404;;36;10-50-60;1800;2037689B;2037689;
31467;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;15;10-50-60;1800;2037689B;2037689;
31468;01/05/2018;01/05/2018;PRP046;BT0008;BT4982;;24;10-50-60;1800;2037689B;2037689;
31469;01/05/2018;01/05/2018;PRP046;BT0008;BT4983;;24;10-50-60;1800;2037689B;2037689;
31470;01/05/2018;01/05/2018;PRP066;BT0024;1002;;12;10-50-60;1800;2037689B;2037689;
31471;01/05/2018;01/05/2018;PRP025;BT0008;BT459;;24;10-50-60;1800;2037689B;2037689;
31472;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;36;10-50-60;1800;2037689B;2037689;
31473;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;1800;2037689B;2037689;
31474;01/05/2018;01/05/2018;PRP021;BT0024;112;;36;10-50-60;1800;2037689B;2037689;
31475;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;1800;2037689B;2037689;
31476;01/05/2018;01/05/2018;PRP046;BT0008;BT5004;;12;10-50-60;1800;2037689B;2037689;
31477;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2037689B;2037689;
31478;01/05/2018;01/05/2018;PRP021;BT0059;565;;12;10-50-60;1800;2037689B;2037689;
31479;01/05/2018;01/05/2018;PRP025;BT0061;BT4514;;720;10-50-60;1800;2082088B;2082088;
31480;01/05/2018;01/05/2018;PRP025;BT0061;BTN45103;;600;10-50-60;1800;2082088B;2082088;
31481;01/05/2018;01/05/2018;PRP021;BT0061;2032;;360;10-50-60;1800;2082088B;2082088;
31482;01/05/2018;01/05/2018;PRP025;BT0008;450120;;600;10-50-60;1800;2082088B;2082088;
31483;01/05/2018;01/05/2018;PRP025;BT0008;452;;300;10-50-60;1800;2082088B;2082088;
31484;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;180;10-50-60;1800;2082088B;2082088;
31485;01/05/2018;01/05/2018;PRP047;BT0024;BT12;;24;10-50-60;1800;2082088B;2082088;
31486;01/05/2018;01/05/2018;PRP001;BT0008;BT3503;;48;10-50-60;1800;2082088B;2082088;
31487;01/05/2018;01/05/2018;PRP055;BT0024;1282;;24;10-50-60;1800;2082088B;2082088;
31488;01/05/2018;01/05/2018;PRP067;BT0024;1182;;12;10-50-60;1800;2082088B;2082088;
31489;01/05/2018;01/05/2018;PRP021;BT0059;570;;36;10-50-60;1800;2082088B;2082088;
31490;01/05/2018;01/05/2018;PRP001;BT0061;BT2054;;48;10-50-60;1800;2082088B;2082088;
31491;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;1800;2082088B;2082088;
31492;01/05/2018;01/05/2018;PRP067;BT0024;1632;;12;10-50-60;1800;2082088B;2082088;
31493;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;12;10-50-60;1800;2082088B;2082088;
31494;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;144;10-50-60;1800;2027744B;2072170;
31495;01/05/2018;01/05/2018;PRP138;BT0024;BT1972;;24;10-50-60;1800;2027744B;2072170;
31496;01/05/2018;01/05/2018;PRP003;BT0024;BTN1386H;;36;10-50-60;1800;2027744B;2072170;
31497;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;18;10-50-60;1800;2027744B;2072170;
31498;01/05/2018;01/05/2018;PRP021;BT0059;BT585;;60;10-50-60;1800;2027744B;2072170;
31499;01/05/2018;01/05/2018;PRP025;BT0061;451;;6000;10-50-60;1800;2091555B;2091555;
31500;01/05/2018;01/05/2018;PRP066;BT0024;1002;;60;10-50-60;1800;2091555B;2091555;
31501;01/05/2018;01/05/2018;PRP025;BT0061;BTN45103;;240;10-50-60;1800;2091555B;2091555;
31502;01/05/2018;01/05/2018;PRP055;BT0024;BTN1302H;;24;10-50-60;1800;2091555B;2091555;
31503;01/05/2018;01/05/2018;PRP067;BT0024;BT1692H;;48;10-50-60;1800;2091555B;2091555;
31504;01/05/2018;01/05/2018;PRP055;BT0024;1272;;24;10-50-60;1800;2091555B;2091555;
31505;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;1800;2091555B;2091555;
31506;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;15;10-50-60;1800;2091555B;2091555;
31507;01/05/2018;01/05/2018;PRP055;BT0024;1252;;12;10-50-60;1800;2091555B;2091555;
31508;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;1800;2091555B;2091555;
31509;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2091555B;2091555;
31510;01/05/2018;01/05/2018;PRP025;BT0061;451;;1800;10-50-60;1800;2019448B;2019448;
31511;01/05/2018;01/05/2018;PRP025;BT0008;4544;;120;10-50-60;1800;2019448B;2019448;
31512;01/05/2018;01/05/2018;PRP025;BT0008;453;;120;10-50-60;1800;2019448B;2019448;
31513;01/05/2018;01/05/2018;PRP025;BT0061;BT4514;;180;10-50-60;1800;2019448B;2019448;
31514;01/05/2018;01/05/2018;PRP066;BT0024;1002;;24;10-50-60;1800;2019448B;2019448;
31515;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;24;10-50-60;1800;2019448B;2019448;
31516;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;1800;2019448B;2019448;
31517;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;30;10-50-60;1800;2019448B;2019448;
31518;01/05/2018;01/05/2018;PRP021;BT0024;605;;24;10-50-60;1800;2019448B;2019448;
31519;01/05/2018;01/05/2018;PRP051;BT0024;BT702;;48;10-50-60;1800;2019448B;2019448;
31520;01/05/2018;01/05/2018;PRP047;BT0024;BT12;;12;10-50-60;1800;2019448B;2019448;
31521;01/05/2018;01/05/2018;PRP025;BT0061;BT2059;;140;10-50-60;1800;2019448B;2019448;
31522;01/05/2018;01/05/2018;PRP025;BT0010;466;;60;10-50-60;1800;2019448B;2019448;
31523;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;1800;2019448B;2019448;
31524;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;1800;2019448B;2019448;
31525;01/05/2018;01/05/2018;PRP051;BT0024;BT700;;24;10-50-60;1800;2019448B;2019448;
31526;01/05/2018;01/05/2018;PRP021;BT0059;565;;12;10-50-60;1800;2019448B;2019448;
31527;01/05/2018;01/05/2018;PRP021;BT0059;567;;12;10-50-60;1800;2019448B;2019448;
31528;01/05/2018;01/05/2018;PRP025;BT0008;456;;60;10-50-60;1800;2019448B;2019448;
31529;01/05/2018;01/05/2018;PRP025;BT0010;4673;;24;10-50-60;1800;2019448B;2019448;
31530;01/05/2018;01/05/2018;PRP025;BT0010;467;;36;10-50-60;1800;2019448B;2019448;
31531;01/05/2018;01/05/2018;PRP055;BT0024;1212;;36;10-50-60;1800;2056867B;2056867;
31532;01/05/2018;01/05/2018;PRP025;BT0008;4503;;160;10-50-60;1800;2056867B;2056867;
31533;01/05/2018;01/05/2018;PRP055;BT0024;1282;;36;10-50-60;1800;2056867B;2056867;
31534;01/05/2018;01/05/2018;PRP025;BT0008;4544;;120;10-50-60;1800;2056867B;2056867;
31535;01/05/2018;01/05/2018;PRP055;BT0024;1272;;36;10-50-60;1800;2056867B;2056867;
31536;01/05/2018;01/05/2018;PRP025;BT0008;45012;;240;10-50-60;1800;2056867B;2056867;
31537;01/05/2018;01/05/2018;PRP025;BT0061;45110;;480;10-50-60;1800;2056867B;2056867;
31538;01/05/2018;01/05/2018;PRP055;BT0024;1312;;12;10-50-60;1800;2056867B;2056867;
31539;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;1800;2056867B;2056867;
31540;01/05/2018;01/05/2018;PRP001;BT0024;201;;24;10-50-60;1800;2056867B;2056867;
31541;01/05/2018;01/05/2018;PRP066;BT0061;BT2022;;24;10-50-60;1800;2056867B;2056867;
31542;01/05/2018;01/05/2018;PRP055;BT0024;1292;;12;10-50-60;1800;2056867B;2056867;
31543;01/05/2018;01/05/2018;PRP067;BT0024;1662;;10;10-50-60;1800;2056867B;2056867;
31544;01/05/2018;01/05/2018;PRP067;BT0061;BT2012;;15;10-50-60;1800;2056867B;2056867;
31545;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;1800;2056867B;2056867;
31546;01/05/2018;01/05/2018;PRP025;BT0008;452;;60;10-50-60;1800;2056867B;2056867;
31547;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;1800;2056867B;2056867;
31548;01/05/2018;01/05/2018;PRP138;BT0024;132R;;48;10-50-60;1800;2019266B;2019268;
31549;01/05/2018;01/05/2018;PRP138;BT0024;1322;;24;10-50-60;1800;2019266B;2019268;
31550;01/05/2018;01/05/2018;PRP138;BT0024;144R;;18;10-50-60;1800;2019266B;2019268;
31551;01/05/2018;01/05/2018;PRP025;BT0061;451;;600;10-50-60;1800;2019266B;2019268;
31552;01/05/2018;01/05/2018;PRP021;BT0024;115;;72;10-50-60;1800;2019266B;2019268;
31553;01/05/2018;01/05/2018;PRP055;BT0024;1282;;24;10-50-60;1800;2019266B;2019268;
31554;01/05/2018;01/05/2018;PRP138;BT0024;1352;;6;10-50-60;1800;2019266B;2019268;
31555;01/05/2018;01/05/2018;PRP025;BT0008;4544;;60;10-50-60;1800;2019266B;2019268;
31556;01/05/2018;01/05/2018;PRP021;BT0024;215;;72;10-50-60;1800;2019266B;2019268;
31557;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;1800;2019266B;2019268;
31558;01/05/2018;01/05/2018;PRP003;BT0024;1384;;6;10-50-60;1800;2019266B;2019268;
31559;01/05/2018;01/05/2018;PRP067;BT0024;1632;;12;10-50-60;1800;2019266B;2019268;
31560;01/05/2018;01/05/2018;PRP025;BT0061;BT4873;;60;10-50-60;1800;2019266B;2019268;
31561;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;15;10-50-60;1800;2019266B;2019268;
31562;01/05/2018;01/05/2018;PRP025;BT0008;452;;60;10-50-60;1800;2019266B;2019268;
31563;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;1800;2019266B;2019268;
31564;01/05/2018;01/05/2018;PRP067;BT0061;BT2029;;12;10-50-60;1800;2019266B;2019268;
31565;01/05/2018;01/05/2018;PRP046;BT0008;49056;;25;10-50-60;1800;2019266B;2019268;
31566;01/05/2018;01/05/2018;PRP046;BT0008;49057;;25;10-50-60;1800;2019266B;2019268;
31567;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2019266B;2019268;
31568;01/05/2018;01/05/2018;PRP021;BT0059;567;;12;10-50-60;1800;2019266B;2019268;
31569;01/05/2018;01/05/2018;PRP025;BT0008;456;;60;10-50-60;1800;2019266B;2019268;
31570;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;36;10-50-60;1800;2019266B;2019268;
31571;01/05/2018;01/05/2018;PRP051;BT0059;BT5820;;12;10-50-60;1800;2019266B;2019268;
31572;01/05/2018;01/05/2018;PRP021;BT0024;115;;144;10-50-60;1800;2017663B;2017663;
31573;01/05/2018;01/05/2018;PRP138;BT0024;136R;;12;10-50-60;1800;2017663B;2017663;
31574;01/05/2018;01/05/2018;PRP025;BT0061;BT4514;;240;10-50-60;1800;2017663B;2017663;
31575;01/05/2018;01/05/2018;PRP001;BT0024;201;;48;10-50-60;1800;2017663B;2017663;
31576;01/05/2018;01/05/2018;PRP025;BT0008;BT4843;;60;10-50-60;1800;2017663B;2017663;
31577;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;1800;2017663B;2017663;
31578;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;6;10-50-60;1800;2017663B;2017663;
31579;01/05/2018;01/05/2018;PRP025;BT0008;45012;;120;10-50-60;1800;2017663B;2017663;
31580;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;15;10-50-60;1800;2017663B;2017663;
31581;01/05/2018;01/05/2018;PRP025;BT0008;BT4862;;60;10-50-60;1800;2017663B;2017663;
31582;01/05/2018;01/05/2018;PRP067;BT0024;BT1752;;12;10-50-60;1800;2017663B;2017663;
31583;01/05/2018;01/05/2018;PRP066;BT0024;1002;;12;10-50-60;1800;2017663B;2017663;
31584;01/05/2018;01/05/2018;PRP021;BT0024;112;;36;10-50-60;1800;2017663B;2017663;
31585;01/05/2018;01/05/2018;PRP025;BT0010;467;;72;10-50-60;1800;2017663B;2017663;
31586;01/05/2018;01/05/2018;PRP021;BT0024;BT271;;12;10-50-60;1800;2017663B;2017663;
31587;01/05/2018;01/05/2018;PRP046;BT0008;49056;;25;10-50-60;1800;2017663B;2017663;
31588;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;1800;2017663B;2017663;
31589;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2017663B;2017663;
31590;01/05/2018;01/05/2018;PRP025;BT0008;456;;60;10-50-60;1800;2017663B;2017663;
31591;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;72;10-50-60;1800;2018802B;2018802;
31592;01/05/2018;01/05/2018;PRP021;BT0024;21526;;312;10-50-60;1800;2018802B;2018802;
31593;01/05/2018;01/05/2018;PRP021;BT0024;11518;;216;10-50-60;1800;2018802B;2018802;
31594;01/05/2018;01/05/2018;PRP047;BT0024;145;;108;10-50-60;1800;2018802B;2018802;
31595;01/05/2018;01/05/2018;PRP066;BT0024;1002;;36;10-50-60;1800;2018802B;2018802;
31596;01/05/2018;01/05/2018;PRP003;BT0024;1384;;12;10-50-60;1800;2018802B;2018802;
31597;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;36;10-50-60;1800;2018802B;2018802;
31598;01/05/2018;01/05/2018;PRP138;BT0024;132R;;24;10-50-60;1800;2018802B;2018802;
31599;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;24;10-50-60;1800;2018802B;2018802;
31600;01/05/2018;01/05/2018;PRP046;BT0008;49055;;125;10-50-60;1800;2002436B;2018683;
31601;01/05/2018;01/05/2018;PRP055;BT0024;BTN1302H;;24;10-50-60;1800;2002436B;2018683;
31602;01/05/2018;01/05/2018;PRP025;BT0061;451;;1200;10-50-60;1800;2002436B;2018683;
31603;01/05/2018;01/05/2018;PRP025;BT0061;BTN45103;;120;10-50-60;1800;2002436B;2018683;
31604;01/05/2018;01/05/2018;PRP001;BT0024;201;;24;10-50-60;1800;2002436B;2018683;
31605;01/05/2018;01/05/2018;PRP025;BT0008;47812;;120;10-50-60;1800;2002436B;2018683;
31606;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;1800;2002436B;2018683;
31607;01/05/2018;01/05/2018;PRP021;BT0059;570;;36;10-50-60;1800;2002436B;2018683;
31608;01/05/2018;01/05/2018;PRP067;BT0024;BT1692H;;12;10-50-60;1800;2002436B;2018683;
31609;01/05/2018;01/05/2018;PRP067;BT0024;1632;;12;10-50-60;1800;2002436B;2018683;
31610;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;15;10-50-60;1800;2002436B;2018683;
31611;01/05/2018;01/05/2018;PRP066;BT0024;1002;;12;10-50-60;1800;2002436B;2018683;
31612;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002P;;24;10-50-60;1800;2002436B;2018683;
31613;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002M;;24;10-50-60;1800;2002436B;2018683;
31614;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002G;;24;10-50-60;1800;2002436B;2018683;
31615;01/05/2018;01/05/2018;PRP055;BT0024;1252;;12;10-50-60;1800;2002436B;2018683;
31616;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;24;10-50-60;1800;2002436B;2018683;
31617;01/05/2018;01/05/2018;PRP025;BT0008;452;;60;10-50-60;1800;2002436B;2018683;
31618;01/05/2018;01/05/2018;PRP055;BT0024;1282;;12;10-50-60;1800;2002436B;2018683;
31619;01/05/2018;01/05/2018;PRP055;BT0024;1272;;12;10-50-60;1800;2002436B;2018683;
31620;01/05/2018;01/05/2018;PRP001;BT0024;499;;12;10-50-60;1800;2002436B;2018683;
31621;01/05/2018;01/05/2018;PRP025;BT0061;451;;12000;10-50-60;1800;2071747B;2071747;
31622;01/05/2018;01/05/2018;PRP055;BT0024;1282;;36;10-50-60;1800;2093599B;2093599;
31623;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;45;10-50-60;1800;2093599B;2093599;
31624;01/05/2018;01/05/2018;PRP025;BT0061;45110;;480;10-50-60;1800;2093599B;2093599;
31625;01/05/2018;01/05/2018;PRP055;BT0024;1312;;12;10-50-60;1800;2093599B;2093599;
31626;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;1800;2093599B;2093599;
31627;01/05/2018;01/05/2018;PRP067;BT0061;BT2029;;24;10-50-60;1800;2093599B;2093599;
31628;01/05/2018;01/05/2018;PRP055;BT0024;1292;;12;10-50-60;1800;2093599B;2093599;
31629;01/05/2018;01/05/2018;PRP067;BT0024;1182;;12;10-50-60;1800;2093599B;2093599;
31630;01/05/2018;01/05/2018;PRP021;BT0059;565;;24;10-50-60;1800;2093599B;2093599;
31631;01/05/2018;01/05/2018;PRP025;BT0008;4544;;60;10-50-60;1800;2093599B;2093599;
31632;01/05/2018;01/05/2018;PRP067;BT0024;1632;;12;10-50-60;1800;2093599B;2093599;
31633;01/05/2018;01/05/2018;PRP025;BT0042;404;;36;10-50-60;1800;2093599B;2093599;
31634;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;15;10-50-60;1800;2093599B;2093599;
31635;01/05/2018;01/05/2018;PRP025;BT0008;45012;;120;10-50-60;1800;2093599B;2093599;
31636;01/05/2018;01/05/2018;PRP066;BT0024;1002;;12;10-50-60;1800;2093599B;2093599;
31637;01/05/2018;01/05/2018;PRP025;BT0008;456;;60;10-50-60;1800;2093599B;2093599;
31638;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;144;10-50-60;1800;2019266B;2048710;
31639;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;1800;2019266B;2048710;
